RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL HOLES,YEAR
T114,T116,Rob Oppenheim,80.0,4.04,3165.0,784.0,2021.0
T114,T116,Sam Ryder,94.0,4.04,3706.0,918.0,2021.0
T114,T116,D.J. Trahan,70.0,4.04,2822.0,698.0,2021.0
T128,T130,Rickie Fowler,78.0,4.05,3325.0,820.0,2021.0
T128,T130,Dylan Frittelli,78.0,4.05,3087.0,762.0,2021.0
T128,T130,Michael Gellerman,51.0,4.05,2007.0,495.0,2021.0
T128,T130,Michael Gligic,88.0,4.05,3424.0,846.0,2021.0
T128,T130,Lanto Griffin,95.0,4.05,3847.0,950.0,2021.0
T128,T130,Mark Hubbard,102.0,4.05,4147.0,1024.0,2021.0
T128,T130,Mackenzie Hughes,94.0,4.05,3898.0,962.0,2021.0
T128,T130,John Huh,62.0,4.05,2503.0,618.0,2021.0
T128,T130,Martin Laird,82.0,4.05,3380.0,834.0,2021.0
T128,T130,Andrew Landry,72.0,4.05,2843.0,702.0,2021.0
T128,T130,Patrick Rodgers,106.0,4.05,4369.0,1078.0,2021.0
T128,T130,Hudson Swafford,82.0,4.05,3546.0,876.0,2021.0
T128,T130,Richy Werenski,94.0,4.05,3690.0,912.0,2021.0
T128,T130,Lee Westwood,65.0,4.05,2698.0,666.0,2021.0
T142,T144,Ryan Brehm,62.0,4.06,2478.0,610.0,2021.0
T142,T144,Scott Brown,84.0,4.06,3412.0,840.0,2021.0
T142,T144,Rafael Campos,64.0,4.06,2579.0,636.0,2021.0
T142,T144,Cameron Champ,79.0,4.06,3168.0,780.0,2021.0
T142,T144,Wyndham Clark,84.0,4.06,3382.0,832.0,2021.0
T142,T144,Tommy Fleetwood,65.0,4.06,2598.0,640.0,2021.0
T142,T144,Will Gordon,92.0,4.06,3794.0,934.0,2021.0
T142,T144,Bill Haas,50.0,4.06,1877.0,462.0,2021.0
T142,T144,Adam Hadwin,90.0,4.06,3817.0,940.0,2021.0
T142,T144,Scott Harrington,85.0,4.06,3390.0,835.0,2021.0
T142,T144,Max Homa,93.0,4.06,3675.0,906.0,2021.0
T142,T144,Nate Lashley,78.0,4.06,3335.0,822.0,2021.0
T142,T144,Marc Leishman,83.0,4.06,3259.0,802.0,2021.0
T142,T144,Luke List,91.0,4.06,3821.0,942.0,2021.0
T142,T144,Alex Noren,86.0,4.06,3457.0,852.0,2021.0
T142,T144,J.T. Poston,87.0,4.06,3617.0,890.0,2021.0
T142,T144,Adam Scott,72.0,4.06,3204.0,790.0,2021.0
T142,T144,Brendan Steele,82.0,4.06,3253.0,802.0,2021.0
T142,T144,Bubba Watson,77.0,4.06,2930.0,722.0,2021.0
T142,T144,Matthew Wolff,60.0,4.06,2385.0,588.0,2021.0
T162,T164,Byeong Hun An,86.0,4.07,3602.0,884.0,2021.0
T162,T164,Rafa Cabrera Bello,76.0,4.07,3234.0,794.0,2021.0
T162,T164,Luke Donald,58.0,4.07,2417.0,594.0,2021.0
T162,T164,Rhein Gibson,62.0,4.07,2384.0,586.0,2021.0
T162,T164,Jim Herman,66.0,4.07,2863.0,704.0,2021.0
T162,T164,Nelson Ledesma,54.0,4.07,2045.0,502.0,2021.0
T162,T164,Tom Lewis,88.0,4.07,3448.0,848.0,2021.0
T162,T164,Tyler McCumber,70.0,4.07,2969.0,730.0,2021.0
T162,T164,J.J. Spaun,76.0,4.07,3102.0,762.0,2021.0
T162,T164,Ben Taylor,56.0,4.07,2147.0,528.0,2021.0
T162,T164,Nick Watney,62.0,4.07,2319.0,570.0,2021.0
T173,T176,Tyler Duncan,98.0,4.08,3840.0,942.0,2021.0
T173,T176,Fabián Gómez,60.0,4.08,2303.0,565.0,2021.0
T173,T176,Sean O'Hair,55.0,4.08,2195.0,538.0,2021.0
T173,T176,Bo Van Pelt,78.0,4.08,3101.0,760.0,2021.0
T173,T176,Matt Wallace,60.0,4.08,2344.0,575.0,2021.0
T178,T181,Brian Gay,72.0,4.09,3104.0,758.0,2021.0
T178,T181,Danny Lee,61.0,4.09,2517.0,615.0,2021.0
T178,T181,"Ted Potter, Jr.",68.0,4.09,2939.0,718.0,2021.0
T178,T181,Justin Rose,58.0,4.09,2363.0,578.0,2021.0
T178,T181,Robby Shelton,86.0,4.09,3512.0,858.0,2021.0
T178,T181,Gary Woodland,74.0,4.09,3030.0,740.0,2021.0
T178,T181,Xinjun Zhang,72.0,4.09,2938.0,718.0,2021.0
T185,T188,Sebastian Cappelen,60.0,4.1,2318.0,566.0,2021.0
T185,T188,K.J. Choi,54.0,4.1,2257.0,550.0,2021.0
T185,T188,Hunter Mahan,59.0,4.1,2478.0,605.0,2021.0
T185,T188,Phil Mickelson,74.0,4.1,3178.0,776.0,2021.0
T185,T188,Kris Ventura,78.0,4.1,2996.0,730.0,2021.0
T190,T193,Sung Kang,90.0,4.11,3785.0,920.0,2021.0
T190,T193,Danny Willett,51.0,4.11,2012.0,490.0,2021.0
T192,T195,J.B. Holmes,50.0,4.12,2089.0,507.0,2021.0
T192,T195,Jimmy Walker,74.0,4.12,3208.0,778.0,2021.0
T194,T197,Grayson Murray,53.0,4.13,2102.0,509.0,2021.0
T194,T197,Martin Trainer,63.0,4.13,2584.0,626.0,2021.0
196,200,Michael Kim,75.0,4.16,3050.0,733.0,2021.0
,,,,,,,
